"LINESTRING Z (1405.647739 918.093076 226.179976, 1404.832438 922.716880 226.133362, 1402.825494 925.583094 225.915180, 1400.818549 928.449307 225.696998, 1396.752444 930.796874 225.432748, 1392.128640 931.612175 225.227854, 1387.504836 930.796874 225.107286, 1383.436681 928.452411 225.085355, 1380.416681 924.852411 225.165243, 1379.511681 921.472411 225.308189, 1378.606681 918.092411 225.451135, 1379.511681 914.712411 225.657778, 1380.416681 911.332411 225.734168, 1383.436681 907.732411 225.765047, 1387.506681 905.392411 225.819468, 1392.126681 904.572411 225.890606, 1396.756681 905.392411 225.970270, 1400.816681 907.732411 226.048390, 1402.826681 910.602411 226.095792, 1404.836681 913.472411 226.143194, 1405.646681 918.092411 226.179956)"
"LINESTRING Z (-760.025135 163.616045 107.461845, -757.943323 159.514530 107.190216, -755.861512 155.413015 107.040988, -753.779701 151.311501 106.891760, -751.697890 147.209986 106.742533, -749.616079 143.108471 106.593305, -747.534268 139.006956 106.444077, -745.452457 134.905441 106.294850, -743.370646 130.803926 106.100124, -741.288835 126.702411 105.872033, -739.383761 122.558125 105.869552, -737.478687 118.413840 105.934752, -735.573614 114.269554 105.999951, -733.668540 110.125268 106.039507, -731.763466 105.980982 106.071935, -729.858393 101.836697 106.027935, -727.953319 97.692411 105.964731, -725.888319 94.157411 105.911901, -723.823319 90.622411 105.859072, -721.238319 88.892411 105.861588, -718.653319 87.162411 105.888194, -714.163319 87.062411 105.947453, -711.313319 88.537411 105.981703, -708.463319 90.012411 106.015952, -706.493319 93.747411 106.014163, -704.523319 97.482411 106.021149, -705.632805 100.873941 106.039165, -706.742291 104.265470 105.992666, -708.423109 108.165088 105.940904, -710.103927 112.064705 105.897454, -711.784745 115.964323 105.854869, -713.465563 119.863941 105.833166, -715.146381 123.763558 105.821734, -716.827199 127.663176 105.815586, -718.508017 131.562793 105.809439, -720.188835 135.462411 105.803292, -722.284395 139.653661 105.765597, -724.379956 143.844911 105.958251, -726.475516 148.036161 106.225555, -728.571077 152.227411 106.492860, -730.666637 156.418661 106.756118, -732.762198 160.609911 106.917462, -734.857758 164.801161 107.217848, -736.953319 168.992411 107.523391, -739.003319 171.612411 107.726365, -742.883319 172.502411 107.839062, -746.311682 170.725138 107.764580, -749.740045 168.947865 107.690098, -753.168408 167.170592 107.614401, -756.596771 165.393318 107.538123, -760.025135 163.616045 107.461845)"
"LINESTRING Z (-261.596068 393.642939 123.951884, -261.204693 398.782675 124.003961, -260.813319 403.922411 124.052441, -258.833319 408.299078 124.086595, -256.853319 412.675744 124.130233, -254.873319 417.052411 124.134612, -249.398319 420.617411 124.095898, -243.923319 424.182411 123.996595, -238.253319 423.982411 123.973290, -232.583319 423.782411 123.977523, -226.978319 421.642411 124.316458, -221.373319 419.502411 124.643562, -217.848319 416.192411 124.944263, -214.323319 412.882411 125.212134, -211.833319 408.792411 125.449635, -209.343319 404.702411 125.753829, -208.718319 400.417411 125.789934, -208.093319 396.132411 126.026385, -209.338319 391.267411 126.258684, -210.583319 386.402411 126.491203, -214.528319 381.927411 126.178134, -218.473319 377.452411 125.930668, -223.038319 374.337411 125.583312, -227.603319 371.222411 125.370496, -234.248319 372.192411 124.864901, -240.893319 373.162411 124.389566, -244.833319 375.307411 124.179402, -248.773319 377.452411 124.030709, -252.098319 380.372411 123.968235, -255.423319 383.292411 123.944533, -258.520076 388.484454 123.947393, -261.616833 393.676496 123.951878)"
"LINESTRING Z (-315.362873 -172.131912 116.763722, -315.924816 -167.353092 116.926225, -316.486759 -162.574271 117.096465, -319.687315 -157.784301 117.155678, -324.477285 -154.583745 117.074922, -330.127440 -153.459860 116.859812, -335.777595 -154.583745 116.558656, -340.567565 -157.784301 116.280608, -342.954448 -161.441877 116.091139, -344.826383 -168.552548 115.816858, -343.702497 -174.202703 115.684085, -340.501941 -178.992673 115.644088, -335.711971 -182.193229 115.701962, -330.061816 -183.317115 115.852943, -324.411661 -182.193229 116.084276, -319.621690 -178.992673 116.363434, -317.552514 -175.503592 116.558507, -315.483338 -172.014511 116.763497)"
"LINESTRING Z (-47.061797 -132.197589 125.725408, -51.115637 -121.204256 126.231706, -55.169478 -110.210922 127.109433, -59.223319 -99.217589 128.320832, -56.561797 -93.907589 128.857967, -48.561797 -88.987589 129.335658, -40.561797 -84.067589 129.834137, -29.401797 -81.877589 129.938975, -19.287558 -84.222589 129.534663, -9.173319 -86.567589 129.162718, -7.000395 -97.331502 128.030252, -4.827472 -108.095415 126.979930, -2.654548 -118.859328 126.157119)"
"LINESTRING Z (-155.483613 -1276.706553 132.845479, -156.715547 -1269.719908 131.958787, -159.748073 -1265.389012 131.555741, -162.780599 -1261.058115 131.184617, -168.924552 -1257.510903 130.791494, -175.911198 -1256.278968 130.536757, -182.897843 -1257.510903 130.451131, -187.228739 -1260.543429 130.613692, -191.559635 -1263.575955 130.968165, -195.106848 -1269.719908 131.718985, -196.338782 -1276.706553 132.590287, -195.106848 -1283.693198 133.476979, -192.180920 -1287.871857 134.020976, -189.254991 -1292.050516 134.564974)"
"LINESTRING Z (-162.568084 -1292.050516 134.428435, -161.592290 -1290.658362 134.275458, -160.616496 -1289.266207 134.122550, -159.640702 -1287.874053 133.969514, -158.664907 -1286.481898 133.816249, -157.689113 -1285.089744 133.662555, -156.713319 -1283.697589 133.512138, -156.467319 -1282.299589 133.385256, -156.221319 -1280.901589 133.258377, -155.975319 -1279.503589 133.132370, -155.729319 -1278.105589 133.006363, -155.483319 -1276.707589 132.845611)"
"LINESTRING Z (-570.026389 -1138.881631 127.641610, -572.573872 -1142.276712 128.324885, -575.121356 -1145.671793 129.008160, -576.027230 -1150.798435 129.843386, -574.296317 -1155.591837 130.501119, -572.565404 -1160.385240 131.141398, -568.137435 -1162.969595 131.249864, -563.709465 -1165.553949 131.227291, -558.503463 -1165.578453 130.754706, -554.675006 -1163.688032 130.141735, -550.846549 -1161.797610 129.574466, -548.505276 -1157.236443 128.775815, -546.164003 -1152.675277 127.948163, -546.411588 -1147.543195 127.261808, -548.879667 -1142.046847 126.684419, -553.072828 -1139.171258 126.532057, -557.265988 -1136.295668 126.389419, -562.455497 -1135.880864 126.713787, -566.250328 -1137.339191 127.171727, -570.045159 -1138.797517 127.629668)"
"LINESTRING Z (-534.943319 -267.577589 104.663519, -538.490462 -269.121875 104.401690, -542.037605 -270.666160 104.173203, -545.584748 -272.210446 103.944910, -549.131890 -273.754732 103.713549, -552.679033 -275.299018 103.459976, -556.226176 -276.843303 103.261715, -559.773319 -278.387589 103.042132, -560.524972 -276.533964 103.112938, -561.652697 -273.752922 103.219169, -562.780422 -270.971881 103.325400, -564.099964 -267.717807 103.440805, -565.419505 -264.463734 103.525129, -566.739047 -261.209660 103.607290, -568.348904 -257.239649 103.707528, -569.958762 -253.269637 103.809917, -571.568620 -249.299625 103.912222, -573.178478 -245.329614 104.014407, -574.788335 -241.359602 104.116691, -575.923561 -238.477771 104.194007, -577.058787 -235.595939 104.272187, -578.194013 -232.714108 104.352077, -579.700564 -228.889688 104.461227, -581.207115 -225.065268 104.571452, -582.713666 -221.240849 104.682557, -584.220217 -217.416429 104.795046, -585.726768 -213.592009 104.908875, -587.233319 -209.767589 105.023853, -588.704991 -206.031593 105.134583, -590.176663 -202.295598 105.246083, -591.648335 -198.559602 105.374772, -592.448335 -194.374602 105.637311, -593.248335 -190.189602 105.924020, -592.243772 -187.925244 106.137929, -591.211054 -185.597423 106.360663, -590.178335 -183.269602 106.576170, -586.793335 -181.539602 106.856161, -583.408335 -179.809602 107.124806, -580.438335 -179.999602 107.227079, -577.468335 -180.189602 107.329351, -575.342375 -181.600800 107.312071, -573.988335 -182.499602 107.301065, -573.238815 -184.120439 107.215263, -571.542976 -187.787692 107.021129, -569.847136 -191.454946 106.889662, -568.151296 -195.122199 106.727909, -566.455456 -198.789453 106.590547, -564.759616 -202.456707 106.470673, -563.063776 -206.123960 106.366914, -561.367937 -209.791214 106.268057, -559.672097 -213.458467 106.169793, -557.976257 -217.125721 106.066166, -556.138694 -221.098845 105.955691, -554.301132 -225.071969 105.850596, -552.463569 -229.045093 105.742167, -550.626007 -233.018217 105.627762, -548.788444 -236.991341 105.517241, -546.950882 -240.964465 105.412508, -545.113319 -244.937589 105.305188, -543.363090 -248.724576 105.200474, -541.612862 -252.511563 105.096160, -539.945476 -256.278070 104.988666, -538.278090 -260.044576 104.881437, -536.610705 -263.811083 104.770385, -534.943319 -267.577589 104.663519)"
"LINESTRING Z (1234.316681 1082.152411 217.733669, 1249.481681 1079.997411 218.334702, 1264.646681 1077.842411 218.512179, 1284.010747 1073.328075 218.177729, 1303.374813 1068.813739 218.376847, 1320.496681 1068.812411 218.483683, 1334.066681 1073.312411 218.399101, 1345.946681 1082.322411 217.037811, 1354.086681 1094.822411 214.941836, 1357.526681 1109.322411 212.814522, 1357.086681 1119.292411 211.493897, 1350.866681 1139.042411 209.213703, 1344.496681 1149.062411 208.499950, 1340.988083 1153.830947 208.191870)"
