time,7:00 - 8:00,8:00 - 9:00,9:00 - 10:00,10:00 - 11:00,11:00 - 12:00,12:00 - 13:00,13:00 - 14:00,14:00 - 15:00,15:00 - 16:00,16:00 - 17:00,17:00 - 18:00,18:00 - 19:00,19:00 - 20:00,20:00 - 21:00,21:00 - 22:00,22:00 - 23:00,23:00 - 0:00,0:00 - 1:00,1:00 - 2:00,2:00 - 3:00,3:00 - 4:00,4:00 - 5:00,5:00 - 6:00,6:00 - 7:00
u,1.9531408102867958,1.8064266567525282,1.6554253606438962,1.420838145712343,0.9263321372152901,0.6514270146729176,0.6762980323973711,0.5221243251889153,0.6008150070193372,0.44894335009675035,0.4523255248523889,0.5106621960960933,0.7199965097789239,0.8846295400417068,1.1908908796021136,1.4399873209748897,1.5492359169514907,0.9942356600274865,1.1462535792117456,1.2626758685585662,1.2819066941193922,1.358580875286153,1.6444841659284932,1.9263955256549226
v,-1.420984439491607,-1.3836443095401771,-1.0933705128876914,-0.9120315609849596,-0.47938037769260655,-0.2743686697923074,-0.3694849915215298,-0.5284228979752048,-0.4216515785902178,-0.5900407935930052,-0.5158811514007712,-0.49957752830603025,-0.4456823431874433,-0.6022561661471394,-0.960951905901471,-1.144330913759204,-1.3478272024669469,-1.0074390983309358,-1.028185648742101,-1.2076372819793835,-1.2768954575475262,-1.1811185517966398,-1.4610360652792922,-1.6367563292669451
