"LINESTRING Z (-11746.968941812283 198352.830665 300.4453597899826, -11747.78424325363 198357.4544692418 299.82034663170725, -11749.79118740082 198360.3206825253 299.6831282713165, -11751.798131548012 198363.18689580873 299.59669113520295, -11755.864236758218 198365.53446274638 299.63115758859453, -11760.488041 198366.3497641877 299.7063696713901, -11765.111845241785 198365.53446274638 299.5810136131738, -11769.18 198363.19 299.5543776128852, -11772.2 198359.59 299.6319540560428, -11773.105 198356.21 299.64262549737373, -11774.01 198352.83 299.64937844741917, -11773.105 198349.45 299.77283214167096, -11772.2 198346.07 299.86867548910254, -11769.18 198342.47 300.00149316900274, -11765.11 198340.13 300.1697523945977, -11760.49 198339.31 300.28453774503214, -11755.86 198340.13 300.47587506675586, -11751.8 198342.47 300.6567967710191, -11749.79 198345.34 300.74376092876355, -11747.78 198348.21 300.8349549797583, -11746.97 198352.83 300.4454188565621)"
"LINESTRING Z (-13912.64181559234 197598.35363434957 180.5578671174112, -13910.560004479968 197594.25211942184 180.40617767490767, -13908.478193367597 197590.15060449412 180.25448823240436, -13906.396382255225 197586.04908956637 180.1227571180723, -13904.314571142853 197581.94757463865 180.08419644548894, -13902.232760030483 197577.84605971092 180.04774760398573, -13900.150948918112 197573.7445447832 180.0112987624825, -13898.06913780574 197569.64302985545 179.97484992097907, -13895.987326693368 197565.54151492773 179.91701117277353, -13893.905515580997 197561.44 180.0592594977452, -13892.000441926568 197557.29571428572 180.16487856396543, -13890.095368272141 197553.15142857144 180.25532738833454, -13888.190294617712 197549.00714285715 180.34577621270364, -13886.285220963284 197544.86285714284 180.39367488613902, -13884.380147308855 197540.71857142856 180.40372263378913, -13882.475073654428 197536.57428571428 180.3298390193322, -13880.57 197532.43 180.2559554048753, -13878.505000000001 197528.895 180.19050647698214, -13876.44 197525.36 180.1259810577667, -13873.855 197523.63 180.08921487716475, -13871.27 197521.9 180.05244869656212, -13866.78 197521.8 180.0302457570167, -13863.93 197523.275 180.03821504236112, -13861.08 197524.75 180.0459217048235, -13859.11 197528.485 180.0884207907036, -13857.14 197532.22 180.1296360093345, -13858.249486028666 197535.61152964318 180.16891067023744, -13859.358972057333 197539.00305928636 180.18156307436448, -13861.279906846428 197543.4597651026 180.19110444739545, -13863.200841635522 197547.91647091883 180.18028143360266, -13865.121776424618 197552.37317673507 180.16307531977782, -13867.042711213711 197556.8298825513 180.16985467192194, -13868.963646002807 197561.28658836754 180.15032978812383, -13870.8845807919 197565.74329418378 180.11185399057945, -13872.805515580996 197570.2 180.07337819303507, -13874.901076133372 197574.39125000002 180.0948586195468, -13876.996636685748 197578.58250000002 180.14787208627286, -13879.092197238122 197582.77375000002 180.20088555299867, -13881.187757790498 197586.96500000003 180.259652271993, -13883.283318342874 197591.15625 180.39713740195293, -13885.378878895248 197595.3475 180.5448838718164, -13887.474439447624 197599.53875 180.72493632379064, -13889.57 197603.73 180.91384575156917, -13891.62 197606.35 180.9902767597705, -13895.5 197607.24 180.96617101831544, -13899.785453898085 197605.01840858738 180.82708287473292, -13904.07090779617 197602.7968171748 180.70401107783505, -13908.356361694254 197600.5752257622 180.63093909762415, -13912.641815592338 197598.3536343496 180.55786711741212)"
"LINESTRING Z (-13414.212748796122 197828.38052785816 198.29167068254674, -13413.43 197838.66 198.29859718418788, -13410.46 197845.225 198.27552760815365, -13407.49 197851.79 198.24157566599047, -13402.015 197855.355 198.2326721003276, -13396.54 197858.92 198.2880993498918, -13385.2 197858.52 198.32494573593658, -13373.99 197854.24 198.57913035018169, -13366.94 197847.62 198.95400417524706, -13361.96 197839.44 198.6580465312893, -13360.71 197830.87 199.08214742782548, -13363.2 197821.14 199.02503866352458, -13371.09 197812.19 199.10422056060952, -13380.22 197805.96 198.75008836018515, -13386.865 197806.93 198.20436241753646, -13393.51 197807.9 198.15650697025535, -13401.39 197812.19 198.22594900451986, -13408.04 197818.03 198.25618481281663, -13414.233513560515 197828.41408545442 198.29175105813943)"
"LINESTRING Z (-13467.979554119167 197262.60567707708 189.3506698692579, -13468.541496986156 197267.38449740777 189.57759955450024, -13469.103439853143 197272.16331773842 189.80486075381555, -13472.303995640126 197276.95328797295 189.9070453859963, -13477.093965874656 197280.15384375994 189.85212670600617, -13482.744121009713 197281.27772949392 189.6387772075234, -13488.39427614477 197280.15384375994 189.23589230807397, -13493.1842463793 197276.95328797295 188.7607778346951, -13495.571128942875 197273.2957116342 188.40259468748923, -13497.44306362433 197266.18504122374 187.84472070987454, -13496.319177890355 197260.5348860887 187.7115430162221, -13493.118622103371 197255.74491585416 187.76202268321003, -13488.328651868842 197252.54436006717 187.90456218229906, -13482.678496733784 197251.4204743332 188.13676780055926, -13477.028341598727 197252.54436006717 188.4664790527238, -13472.238371364198 197255.74491585416 188.7919764834637, -13470.169195207553 197259.23399691877 189.0308281837904, -13468.100019050906 197262.72307798342 189.34958571690004)"
"LINESTRING Z (-13199.67847774575 197302.54 200.40792204385116, -13203.732318497166 197313.53333333333 200.69005272280606, -13207.786159248584 197324.52666666667 200.88185874497162, -13211.84 197335.52 201.08129949186014, -13209.17847774575 197340.83 201.1264173328466, -13201.17847774575 197345.75 201.53449184007331, -13193.17847774575 197350.67 202.2190892550518, -13182.01847774575 197352.86 202.75376604501844, -13171.904238872876 197350.515 202.84689076609948, -13161.79 197348.17 202.94068920562881, -13159.617076357725 197337.4060868811 201.9976522126808, -13157.44415271545 197326.64217376214 201.05461521973007, -13155.271229073174 197315.87826064322 200.3404988833929)"
"LINESTRING Z (-13308.100293996898 196158.0310359501 201.9226957575504, -13309.332228086645 196165.01768135623 201.64815509162736, -13312.364754200007 196169.3485774804 201.55576315031567, -13315.397280313371 196173.67947360463 201.2925303326549, -13321.541233171602 196177.22668644122 201.11113229783518, -13328.527878577781 196178.45862053096 201.2234081256904, -13335.51452398396 196177.22668644122 201.52672170690585, -13339.845420108133 196174.19416032787 201.76547775514223, -13344.176316232304 196171.1616342145 202.00423380337838, -13347.723529068917 196165.01768135623 202.66100797033937, -13348.95546315866 196158.0310359501 203.2985876146313, -13347.723529068908 196151.04439054392 203.76125442156876, -13344.797600611015 196146.86573164893 203.95465362304935, -13341.87167215312 196142.6870727539 204.20253996680026)"
"LINESTRING Z (-13315.18476540229 196142.6870727539 202.3352954468569, -13314.208971168575 196144.07922729492 202.28848969044066, -13313.23317693486 196145.47138183593 202.24168393402442, -13312.257382701144 196146.86353637697 202.1948781776091, -13311.28158846743 196148.25569091798 202.14807242119286, -13310.305794233715 196149.647845459 202.10126666477686, -13309.33 196151.04 202.05446090836062, -13309.084 196152.438 202.07491540414708, -13308.838 196153.836 202.09536989993444, -13308.592 196155.234 202.05760513757173, -13308.346 196156.632 202.01494729015099, -13308.1 196158.03 201.92273882095742)"
"LINESTRING Z (-13722.64307001861 196295.8559582459 196.54635292946932, -13725.190553443359 196292.46087697372 196.94886812582286, -13727.738036868108 196289.06579570155 197.3513833221764, -13728.643911163104 196283.93915427176 197.88637389607652, -13726.912998204247 196279.14575155033 198.1916474943016, -13725.18208524539 196274.35234882886 198.4969210925276, -13720.754115639622 196271.76799427075 198.856542325507, -13716.326146033854 196269.18363971263 199.96210205309012, -13711.120143716 196269.15913554243 199.64864936584104, -13707.291686880202 196271.04955712924 199.26312072983933, -13703.463230044405 196272.93997871605 199.14608895272022, -13701.121956865929 196277.50114558596 198.91607525022664, -13698.780683687453 196282.0623124559 198.51340235144426, -13699.028268631024 196287.1943943978 198.00104886788472, -13701.496347789032 196292.69074182914 197.44253528443073, -13705.689508543936 196295.56633142667 196.91373050851962, -13709.882669298837 196298.4419210242 196.31801082135985, -13715.072177743577 196298.8567254242 196.22143158058748, -13718.86700882155 196297.3983984838 196.37866868074047, -13722.661839899522 196295.94007154345 196.53590578088983)"
"LINESTRING Z (-13687.56 197167.16 178.7509040400978, -13691.698333333334 197165.35833333334 178.62899612565616, -13695.836666666666 197163.55666666667 178.38132578818067, -13699.974999999999 197161.755 178.18944603326372, -13704.113333333333 197159.95333333334 177.997566278347, -13708.251666666667 197158.15166666667 177.76979252953583, -13712.39 197156.35 177.53024491311248, -13713.141653331619 197158.20362503163 177.55668073922357, -13714.269378266385 197160.98466661014 177.59634309289368, -13715.39710320115 197163.76570818867 177.63600544656492, -13717.37641549886 197168.6468184906 177.68862770122678, -13719.355727796572 197173.52792879255 177.74908648913038, -13721.368049891636 197178.49044335904 177.83329471666002, -13723.380371986701 197183.45295792556 177.8860106553691, -13725.392694081766 197188.41547249205 178.0310108365229, -13727.40501617683 197193.37798705854 178.1330733588377, -13729.107855245098 197197.70073392225 178.19183544490625, -13730.810694313366 197202.02348078592 178.25864288628713, -13732.618555450694 197206.61278462873 178.35503354251478, -13734.42641658802 197211.20208847156 178.3855006180604, -13736.234277725347 197215.79139231436 178.41968585079871, -13738.042138862673 197220.3806961572 178.64425199615698, -13739.85 197224.97 178.8961168352423, -13741.321672058944 197228.70599568618 179.02538308288376, -13742.793344117887 197232.44199137238 179.1518410118715, -13744.26501617683 197236.17798705856 179.2966360974799, -13745.065016176832 197240.36298705856 179.4725255445012, -13745.865016176831 197244.54798705856 179.6500396716483, -13744.860452938448 197246.8123445861 179.76223361283314, -13742.795016176831 197251.46798705854 180.08899293171316, -13739.410016176831 197253.19798705855 180.30418875386022, -13736.02501617683 197254.92798705856 180.51938457600704, -13733.05501617683 197254.73798705856 180.67936880571006, -13730.08501617683 197254.54798705856 180.92899613415943, -13727.959056020178 197253.13678936838 180.96033775098385, -13726.60501617683 197252.23798705856 180.88736003737358, -13725.855496315387 197250.6171503582 180.70027009968612, -13723.675130846232 197245.90211003114 180.54233604362798, -13721.494765377076 197241.1870697041 180.36690986097346, -13719.31439990792 197236.47202937704 180.19148367831872, -13717.134034438763 197231.75698905 180.04000391608133, -13714.953668969607 197227.04194872294 179.74593463616475, -13712.773303500451 197222.3269083959 179.46969124322595, -13710.592938031295 197217.61186806884 179.51838009260723, -13708.44911502608 197212.97655672402 179.56923554839, -13706.305292020863 197208.3412453792 179.5374204857037, -13704.161469015648 197203.7059340344 179.45293874380081, -13702.017646010432 197199.0706226896 179.37883891646084, -13699.873823005215 197194.4353113448 179.28932466915307, -13697.73 197189.8 179.17368489081446, -13695.979771393533 197186.01301292656 179.06593978579144, -13694.229542787069 197182.22602585316 178.96830126939017, -13692.562157090302 197178.45951938987 178.86766762908655, -13690.894771393534 197174.69301292658 178.82980047807519, -13689.227385696766 197170.9265064633 178.79365297114418, -13687.56 197167.16 178.7509040400978)"
"LINESTRING Z (-11918.3 198516.89 293.36451417964054, -11903.134999999998 198514.735 290.13096214677853, -11887.97 198512.58 289.17273943026703, -11868.605933849543 198508.0656639306 288.04188229476154, -11849.241867699086 198503.55132786123 290.1033843320579, -11832.12 198503.55 292.7385504646902, -11818.54999999999 198508.05 292.7326677155811, -11806.67 198517.06 291.4541300223998, -11798.53 198529.56 289.15347739221306, -11795.09 198544.06 287.7343486942002, -11795.53 198554.03 288.5811360186897, -11801.75 198573.78 289.91348719454277, -11808.12 198583.8 289.46726375132175, -11811.628597998944 198588.5685360014 289.4655459057908)"
