"LINESTRING Z (1405.647739 918.093076 157.769224, 1404.832438 922.716880 157.144211, 1402.825494 925.583094 157.006992, 1400.818549 928.449307 156.920555, 1396.752444 930.796874 156.955022, 1392.128640 931.612175 157.030234, 1387.504836 930.796874 156.904878, 1383.436681 928.452411 156.878242, 1380.416681 924.852411 156.955818, 1379.511681 921.472411 156.966489, 1378.606681 918.092411 156.973242, 1379.511681 914.712411 157.096696, 1380.416681 911.332411 157.192539, 1383.436681 907.732411 157.325357, 1387.506681 905.392411 157.493616, 1392.126681 904.572411 157.608402, 1396.756681 905.392411 157.799739, 1400.816681 907.732411 157.980661, 1402.826681 910.602411 158.067625, 1404.836681 913.472411 158.158819, 1405.646681 918.092411 157.769283)"
"LINESTRING Z (-760.025135 163.616045 37.881731, -757.943323 159.514530 37.730042, -755.861512 155.413015 37.578352, -753.779701 151.311501 37.446621, -751.697890 147.209986 37.408060, -749.616079 143.108471 37.371612, -747.534268 139.006956 37.335163, -745.452457 134.905441 37.298714, -743.370646 130.803926 37.240875, -741.288835 126.702411 37.383123, -739.383761 122.558125 37.488743, -737.478687 118.413840 37.579191, -735.573614 114.269554 37.669640, -733.668540 110.125268 37.717539, -731.763466 105.980982 37.727587, -729.858393 101.836697 37.653703, -727.953319 97.692411 37.579819, -725.888319 94.157411 37.514370, -723.823319 90.622411 37.449845, -721.238319 88.892411 37.413079, -718.653319 87.162411 37.376313, -714.163319 87.062411 37.354110, -711.313319 88.537411 37.362079, -708.463319 90.012411 37.369786, -706.493319 93.747411 37.412285, -704.523319 97.482411 37.453500, -705.632805 100.873941 37.492775, -706.742291 104.265470 37.505427, -708.663226 108.722176 37.514968, -710.584161 113.178882 37.504145, -712.505095 117.635588 37.486939, -714.426030 122.092294 37.493719, -716.346965 126.548999 37.474194, -718.267900 131.005705 37.435718, -720.188835 135.462411 37.397242, -722.284395 139.653661 37.418723, -724.379956 143.844911 37.471736, -726.475516 148.036161 37.524750, -728.571077 152.227411 37.583516, -730.666637 156.418661 37.721001, -732.762198 160.609911 37.868748, -734.857758 164.801161 38.048800, -736.953319 168.992411 38.237710, -739.003319 171.612411 38.314141, -742.883319 172.502411 38.290035, -747.168773 170.280820 38.150947, -751.454227 168.059228 38.027875, -755.739681 165.837637 37.954803, -760.025135 163.616045 37.881731)"
"LINESTRING Z (-261.596068 393.642939 55.615535, -260.813319 403.922411 55.622461, -257.843319 410.487411 55.599392, -254.873319 417.052411 55.565440, -249.398319 420.617411 55.556536, -243.923319 424.182411 55.611963, -232.583319 423.782411 55.648810, -221.373319 419.502411 55.902994, -214.323319 412.882411 56.277868, -209.343319 404.702411 55.981911, -208.093319 396.132411 56.406011, -210.583319 386.402411 56.348903, -218.473319 377.452411 56.428085, -227.603319 371.222411 56.073952, -234.248319 372.192411 55.528226, -240.893319 373.162411 55.480371, -248.773319 377.452411 55.549813, -255.423319 383.292411 55.580049, -261.616833 393.676496 55.615615)"
"LINESTRING Z (-315.362873 -172.131912 46.674534, -315.924816 -167.353092 46.901464, -316.486759 -162.574271 47.128725, -319.687315 -157.784301 47.230909, -324.477285 -154.583745 47.175991, -330.127440 -153.459860 46.962641, -335.777595 -154.583745 46.559756, -340.567565 -157.784301 46.084642, -342.954448 -161.441877 45.726459, -344.826383 -168.552548 45.168585, -343.702497 -174.202703 45.035407, -340.501941 -178.992673 45.085887, -335.711971 -182.193229 45.228426, -330.061816 -183.317115 45.460632, -324.411661 -182.193229 45.790343, -319.621690 -178.992673 46.115840, -317.552514 -175.503592 46.354692, -315.483338 -172.014511 46.673450)"
"LINESTRING Z (-47.061797 -132.197589 57.731786, -51.115637 -121.204256 58.013917, -55.169478 -110.210922 58.205723, -59.223319 -99.217589 58.405163, -56.561797 -93.907589 58.450281, -48.561797 -88.987589 58.858356, -40.561797 -84.067589 59.542953, -29.401797 -81.877589 60.077630, -19.287558 -84.222589 60.170755, -9.173319 -86.567589 60.264553, -7.000395 -97.331502 59.321516, -4.827472 -108.095415 58.378479, -2.654548 -118.859328 57.664363)"
"LINESTRING Z (-155.483613 -1276.706553 59.246560, -156.715547 -1269.719908 58.972019, -159.748073 -1265.389012 58.879627, -162.780599 -1261.058115 58.616394, -168.924552 -1257.510903 58.434996, -175.911198 -1256.278968 58.547272, -182.897843 -1257.510903 58.850586, -187.228739 -1260.543429 59.089342, -191.559635 -1263.575955 59.328098, -195.106848 -1269.719908 59.984872, -196.338782 -1276.706553 60.622452, -195.106848 -1283.693198 61.085118, -192.180920 -1287.871857 61.278518, -189.254991 -1292.050516 61.526404)"
"LINESTRING Z (-162.568084 -1292.050516 59.659159, -161.592290 -1290.658362 59.612354, -160.616496 -1289.266207 59.565548, -159.640702 -1287.874053 59.518742, -158.664907 -1286.481898 59.471936, -157.689113 -1285.089744 59.425131, -156.713319 -1283.697589 59.378325, -156.467319 -1282.299589 59.398779, -156.221319 -1280.901589 59.419234, -155.975319 -1279.503589 59.381469, -155.729319 -1278.105589 59.338811, -155.483319 -1276.707589 59.246603)"
"LINESTRING Z (-570.026389 -1138.881631 53.870217, -572.573872 -1142.276712 54.272732, -575.121356 -1145.671793 54.675247, -576.027230 -1150.798435 55.210238, -574.296317 -1155.591837 55.515511, -572.565404 -1160.385240 55.820785, -568.137435 -1162.969595 56.180406, -563.709465 -1165.553949 57.285966, -558.503463 -1165.578453 56.972513, -554.675006 -1163.688032 56.586985, -550.846549 -1161.797610 56.469953, -548.505276 -1157.236443 56.239939, -546.164003 -1152.675277 55.837266, -546.411588 -1147.543195 55.324913, -548.879667 -1142.046847 54.766399, -553.072828 -1139.171258 54.237595, -557.265988 -1136.295668 53.641875, -562.455497 -1135.880864 53.545296, -566.250328 -1137.339191 53.702533, -570.045159 -1138.797517 53.859770)"
"LINESTRING Z (-534.943319 -267.577589 36.074768, -539.081652 -269.379256 35.952860, -543.219986 -271.180922 35.705190, -547.358319 -272.982589 35.513310, -551.496652 -274.784256 35.321430, -555.634986 -276.585922 35.093657, -559.773319 -278.387589 34.854109, -560.524972 -276.533964 34.880545, -561.652697 -273.752922 34.920207, -562.780422 -270.971881 34.959869, -564.759734 -266.090771 35.012492, -566.739047 -261.209660 35.072950, -568.751369 -256.247146 35.157159, -570.763691 -251.284631 35.209875, -572.776013 -246.322117 35.354875, -574.788335 -241.359602 35.456937, -576.491174 -237.036855 35.515699, -578.194013 -232.714108 35.582507, -580.001874 -228.124804 35.678898, -581.809736 -223.535501 35.709365, -583.617597 -218.946197 35.743550, -585.425458 -214.356893 35.968116, -587.233319 -209.767589 36.219981, -588.704991 -206.031593 36.349247, -590.176663 -202.295598 36.475705, -591.648335 -198.559602 36.620500, -592.448335 -194.374602 36.796390, -593.248335 -190.189602 36.973904, -592.243772 -187.925244 37.086098, -590.178335 -183.269602 37.412857, -586.793335 -181.539602 37.628053, -583.408335 -179.809602 37.843249, -580.438335 -179.999602 38.003233, -577.468335 -180.189602 38.252860, -575.342375 -181.600800 38.284202, -573.988335 -182.499602 38.211224, -573.238815 -184.120439 38.024134, -571.058450 -188.835479 37.866200, -568.878084 -193.550519 37.690774, -566.697719 -198.265560 37.515348, -564.517353 -202.980600 37.363868, -562.336988 -207.695640 37.069799, -560.156623 -212.410681 36.793555, -557.976257 -217.125721 36.842244, -555.832434 -221.761032 36.893100, -553.688611 -226.396344 36.861284, -551.544788 -231.031655 36.776803, -549.400965 -235.666966 36.702703, -547.257142 -240.302278 36.613189, -545.113319 -244.937589 36.497549, -543.363090 -248.724576 36.389804, -541.612862 -252.511563 36.292165, -539.945476 -256.278070 36.191532, -538.278090 -260.044576 36.153664, -536.610705 -263.811083 36.117517, -534.943319 -267.577589 36.074768)"
"LINESTRING Z (1234.316681 1082.152411 150.688378, 1249.481681 1079.997411 147.454826, 1264.646681 1077.842411 146.496603, 1284.010747 1073.328075 145.365746, 1303.374813 1068.813739 147.427248, 1320.496681 1068.812411 150.062414, 1334.066681 1073.312411 150.056532, 1345.946681 1082.322411 148.777994, 1354.086681 1094.822411 146.477341, 1357.526681 1109.322411 145.058213, 1357.086681 1119.292411 145.905000, 1350.866681 1139.042411 147.237351, 1344.496681 1149.062411 146.791128, 1340.988083 1153.830947 146.789410)"
